,state_code,gender,age_bucket,pct_cli,pct_cli_anosmia_ageusia,pct_hh_cli,pct_cmnty_cli,pct_hh_fever,pct_hh_sore_throat,pct_hh_cough,pct_hh_shortness_of_breath,pct_hh_difficulty_breathing,mean_hh_cli_ct,mean_cmnty_cli_ct,pct_self_shortness_of_breath,pct_self_difficulty_breathing,pct_self_tiredness_or_exhaustion,pct_self_nasal_congestion,pct_self_runny_nose,pct_self_muscle_joint_aches,pct_self_persistent_pain_pressure_in_chest,pct_self_nausea_vomiting,pct_self_diarrhea,pct_self_other,pct_self_none_of_above,pct_self_multiple_symptoms,pct_worked_outside_home,pct_avoid_contact_all_or_most_time,mean_outside_hh_contact_at_work_ct,mean_outside_hh_contact_shopping_ct,pct_contact_covid_positive,pct_diabetes,pct_cancer,pct_heart_disease,pct_asthma,pct_chronic_lung_disease,pct_kidney_disease,pct_autoimmune_disorder,pct_no_above_medical_conditions,test_condition
10,9,1,0,0.30581668,0.37221074,0.45535567,0.0,0.45535567,0.38865626,0.5213324,0.21016312,0.5204109,0.0,0.0,0.2867,0.55046,0.29121175,0.58976907,0.5568602,0.31637806,0.18349,0.06683909,0.4438072,0.0,0.41733214,0.4540941,0.50087583,0.76063865,0.0,0.0,0.122766495,0.13928474,0.0420939,0.0,0.5887102,0.0,0.0,0.06857079,0.7153859,0
11,10,0,0,0.16971667,0.70234907,0.3570017,0.0,0.38173681,0.6590084,0.57410103,0.4001538,0.3934283,0.0,0.0,0.48370624,0.4277,0.57475173,0.48135635,0.68678004,0.44261202,0.46843,0.41547483,0.52545863,0.34216353,0.22033785,0.6929016,0.3084232,0.8830423,0.0,0.0,0.27444914,0.058130857,0.067074925,0.038247906,0.58034945,0.030224927,0.037731413,0.24975713,0.73253006,0
12,10,1,1,0.35461667,0.5754828,0.44737414,0.0,0.49210134,0.534571,0.5296262,0.20647936,0.1789443,0.0,0.0,0.24379376,0.24823,0.2986262,0.34532115,0.45439586,0.47058448,0.35461,0.15501803,0.6099265,0.21663663,0.41405877,0.4730813,0.33584785,0.86804146,0.0,0.0,0.1923069,0.22206362,0.050329763,0.111613624,0.27914515,0.105831854,0.04403648,0.1366539,0.5955875,1
13,11,0,1,0.16898334,0.218537,0.15819,0.0,0.2847471,0.4752579,0.48066807,0.26770288,0.14498562,0.0,0.0,0.38815,0.20279,0.39877766,0.58372974,0.6709987,0.44233698,0.25349,0.29549378,0.3678694,0.49360836,0.28748184,0.6199002,0.27276993,0.91623795,0.0,0.0,0.11956275,0.23161863,0.20702806,0.07476767,0.62560785,0.16791241,0.08539996,0.42880842,0.50190365,0
14,12,0,0,0.33388335,0.37252516,0.37316877,0.0,0.47682676,0.658251,0.62034285,0.33808678,0.42648354,0.0,0.0,0.3860625,0.38397,0.62265617,0.65187716,0.6699129,0.33871382,0.33389,0.47436523,0.53839624,0.3824531,0.17019661,0.69529194,0.2995891,0.82553226,0.0,0.0,0.13414457,0.03893504,0.031378318,0.03652918,0.56099373,0.0,0.0,0.23001571,0.74358195,0
15,13,0,2,0.075333335,0.16044912,0.05717127,0.0,0.085756905,0.355439,0.47824872,0.2714612,0.20397072,0.0,0.0,0.36723125,0.15819,0.22254895,0.47116902,0.54105854,0.4896083,0.18079,0.1893483,0.2550861,0.3624076,0.42665127,0.51281637,0.1288205,0.9281407,0.0,0.0,0.05383108,0.5725856,0.5138058,0.37002143,0.46023914,0.595899,0.26418796,0.5091219,0.1190529,0
16,14,0,2,0.12626667,0.24972615,0.095153704,0.0,0.11893257,0.34726417,0.4878804,0.25617296,0.18994573,0.0,0.0,0.3077625,0.17045,0.2616826,0.3929849,0.49176198,0.3857101,0.07576,0.17938145,0.22395954,0.4628108,0.44189495,0.5168826,0.15046544,0.90932804,0.0,0.0,0.038410503,0.5258427,0.39727324,0.42287847,0.38152352,0.6682941,0.19697925,0.58966196,0.08441605,0
17,1,1,1,0.16478333,0.14325707,0.07054608,0.0,0.14107943,0.32511646,0.4315424,0.2224698,0.18138501,0.0,0.0,0.30896875,0.22599,0.2611679,0.49742913,0.57630366,0.33527377,0.21186,0.061746385,0.2960811,0.280431,0.42794368,0.48419994,0.4700152,0.7534679,0.0,0.0,0.047677975,0.29131728,0.08583309,0.12299547,0.37903318,0.09024356,0.06066231,0.14520942,0.54053134,0
18,15,0,2,0.032866668,0.14004178,0.062194794,0.0,0.09951422,0.33060113,0.33360836,0.24159873,0.15652618,0.0,0.0,0.2403875,0.17751,0.20598839,0.3243342,0.44894657,0.3114384,0.24655,0.122144915,0.24913597,0.27864408,0.5644825,0.36743116,0.053361904,0.9941167,0.0,0.0,0.040438622,0.38565838,0.49550962,0.19717665,0.5402273,0.40898818,0.18234581,0.41870153,0.23236786,0
19,15,1,1,0.022016667,0.09379057,0.18097436,0.0,0.21386951,0.39317024,0.41594484,0.19793098,0.18850315,0.0,0.0,0.19815,0.18494,0.19479166,0.34952366,0.45436212,0.23477793,0.27741,0.05774653,0.2769139,0.24210398,0.53038555,0.36670944,0.3527838,0.8860767,0.0,0.0,0.026647417,0.25965965,0.086728804,0.07830549,0.31983164,0.026051529,0.08131002,0.11101042,0.60357904,0
20,16,1,1,0.16793333,0.25548726,0.2198238,0.0,0.34545013,0.48246637,0.42988464,0.2029172,0.197399,0.0,0.0,0.2046625,0.2267,0.2575143,0.48665196,0.662528,0.3252626,0.2267,0.09175622,0.46032456,0.2500611,0.3953427,0.48093775,0.42928883,0.8191234,0.0,0.0,0.11912275,0.26000026,0.035357177,0.07056809,0.3460481,0.06195664,0.015468765,0.19199975,0.5649813,0
21,2,0,1,0.23106667,0.2567754,0.26219225,0.0,0.32211754,0.5265442,0.4382216,0.22615358,0.14571418,0.0,0.0,0.3013875,0.12055,0.37833026,0.5278148,0.4573363,0.3721986,0.27728,0.29424065,0.45682544,0.39125785,0.39161643,0.50668186,0.28115633,0.8992618,0.0,0.0,0.05661545,0.23524563,0.1644863,0.096446194,0.4212513,0.14655471,0.09513909,0.40648267,0.57801795,0
22,3,0,0,0.35371667,0.36722046,0.37638178,0.0,0.4861598,0.7612284,0.62914693,0.3426062,0.39430985,0.0,0.0,0.37453124,0.38702,0.7099275,0.58969533,0.7451442,0.5664647,0.44944,0.54574335,0.5837987,0.33367187,0.11857765,0.80187935,0.45759,0.73868775,0.0,0.0,0.07620226,0.07070447,0.03496589,0.03101546,0.5269405,0.02450509,0.05354049,0.18511848,0.7654767,0
23,17,1,0,0.09381667,0.32350495,0.116331555,0.0,0.16286927,0.49248683,0.49668196,0.22992365,0.22684784,0.0,0.0,0.2697,0.28143,0.31405288,0.45464423,0.47449687,0.38856235,0.31895,0.15036246,0.53447247,0.32952532,0.27925155,0.5203846,0.4613591,0.7559014,0.0,0.0,0.07568664,0.053159654,0.026286883,0.01748834,0.3356663,0.018423427,0.04600411,0.12134001,0.7882051,0
24,4,0,0,0.15845,0.24106419,0.2305976,0.0,0.3198735,0.6225743,0.5897037,0.28381497,0.26369897,0.0,0.0,0.3379375,0.23767,0.599941,0.6257132,0.6351466,0.40404063,0.3981,0.4502131,0.5397346,0.28131682,0.1559617,0.742525,0.37437883,0.821749,0.0,0.0,0.124416485,0.08569869,0.03884575,0.012921801,0.52250105,0.017501513,0.040057916,0.2237565,0.7291581,0
25,4,0,1,0.31041667,0.32937765,0.26512477,0.0,0.30730197,0.52177775,0.5346248,0.28551757,0.25811082,0.0,0.0,0.34324375,0.25788,0.435925,0.60836464,0.58133817,0.40936837,0.4298,0.2644275,0.43122974,0.43031797,0.31128064,0.6350197,0.32474828,0.8608512,0.0,0.0,0.12629336,0.26024726,0.1923289,0.07588108,0.5003239,0.20926476,0.09392634,0.4317268,0.48470545,0
26,18,0,0,0.27011666,0.31233773,0.26456377,0.0,0.36632198,0.60746527,0.7045427,0.33760425,0.35440603,0.0,0.0,0.41531876,0.34036,0.5638418,0.6692963,0.64490545,0.38192716,0.48622,0.54908746,0.5531774,0.31560418,0.11905802,0.75417405,0.35485914,0.80735946,0.0,0.0,0.06568354,0.09443209,0.06468478,0.04556503,0.52713054,0.052003924,0.049939364,0.25413856,0.71237254,0
27,19,0,1,0.23176667,0.27595544,0.20490623,0.0,0.28080735,0.49977365,0.47808626,0.26169273,0.24748825,0.0,0.0,0.3400875,0.24184,0.41691172,0.53548574,0.7115244,0.37807268,0.32044,0.22464755,0.432208,0.3647367,0.27515242,0.62287664,0.21122257,0.9394426,0.0,0.0,0.13897082,0.16708657,0.15006529,0.06592941,0.6478714,0.13396017,0.06689313,0.39437902,0.5204833,0
28,20,0,0,0.1867,0.36151007,0.20430698,0.0,0.28092209,0.60100555,0.53094375,0.27488995,0.2552548,0.0,0.0,0.3946,0.29022,0.5884012,0.60377103,0.6575912,0.4195905,0.42261,0.393217,0.5063022,0.25662073,0.17607997,0.69101256,0.26488653,0.8996031,0.0,0.0,0.1511739,0.07874888,0.040458042,0.019000066,0.56763566,0.020014472,0.037483912,0.26556253,0.7319951,0
29,20,0,1,0.17663333,0.2579824,0.25104868,0.0,0.3470439,0.54888785,0.48973617,0.2829205,0.25059924,0.0,0.0,0.357675,0.24163,0.38440177,0.5234969,0.6160977,0.37697247,0.35608,0.22545627,0.41468555,0.32695186,0.35254195,0.57054806,0.23145562,0.92841065,0.0,0.0,0.14359081,0.2042848,0.16044617,0.08565711,0.5584688,0.15202673,0.08579596,0.47596738,0.50047946,0
30,20,0,2,0.0956,0.21333374,0.11254478,0.0,0.16077827,0.3236582,0.36660084,0.22234035,0.17456558,0.0,0.0,0.2907875,0.16571,0.25273216,0.44660464,0.5802827,0.36119273,0.19758,0.15788132,0.26720667,0.2968874,0.45165327,0.455615,0.06095806,0.99863595,0.0,0.0,0.026056169,0.45181546,0.4951372,0.3114405,0.47390878,0.55528516,0.22450128,0.49619263,0.20643681,0
31,21,0,2,0.16685,0.20307936,0.15412273,0.0,0.18214737,0.34402996,0.36475775,0.2284878,0.20037885,0.0,0.0,0.31285,0.20022,0.26298267,0.40186757,0.43135774,0.3007679,0.10011,0.13777275,0.20925894,0.3312817,0.5309231,0.37327746,0.10194738,0.9715078,0.0,0.0,0.015076828,0.36359736,0.4238147,0.27847737,0.45427665,0.44559216,0.19915107,0.4901216,0.23802471,0
32,6,1,1,0.20661667,0.20956062,0.15444149,0.0,0.17160307,0.26949462,0.47059974,0.24321112,0.28436852,0.0,0.0,0.38739374,0.3168,0.25706667,0.50502634,0.49234536,0.314999,0.3168,0.10035336,0.4071982,0.19985186,0.45213592,0.42154223,0.5282843,0.7152832,0.0,0.0,0.083276615,0.36130935,0.122034125,0.15810074,0.37577987,0.14180636,0.08429858,0.12032624,0.48673,0
33,22,0,0,0.24066667,0.38447338,0.31705576,0.0,0.36234397,0.6251556,0.7243671,0.27872673,0.3235219,0.0,0.0,0.33845,0.28881,0.60496444,0.6077107,0.51737976,0.42582253,0.45126,0.53919345,0.4657049,0.30324852,0.21451855,0.691572,0.44131216,0.7887778,0.0,0.0,0.15875013,0.088056885,0.025212025,0.044724487,0.4131238,0.008837495,0.03309078,0.20534758,0.7416072,0
34,23,0,1,0.15151666,0.36883318,0.07477911,0.0,0.18695414,0.47231096,0.49813408,0.19557713,0.19229172,0.0,0.0,0.2462125,0.18182,0.41805094,0.5253369,0.7766024,0.34717637,0.27273,0.24285454,0.42348439,0.30082777,0.33618656,0.63697416,0.39607906,0.84151816,0.0,0.0,0.0,0.19287859,0.16786645,0.03722545,0.4331014,0.13236912,0.03672285,0.3988142,0.59016395,0
35,24,0,0,0.22761667,0.27704072,0.24775918,0.0,0.30493045,0.5916598,0.5665993,0.21990412,0.23959054,0.0,0.0,0.29400626,0.22762,0.5143531,0.691652,0.7061426,0.31063586,0.30349,0.3758916,0.44859633,0.35922322,0.1662187,0.6800126,0.35733098,0.8069221,0.0,0.0,0.0720429,0.06298246,0.042824615,0.021368017,0.5275307,0.022512564,0.051523365,0.24999136,0.7392924,0
36,25,0,1,0.358,0.31469086,0.32845432,0.0,0.44789687,0.5085187,0.4600211,0.29399925,0.30712906,0.0,0.0,0.35799375,0.26253,0.43953037,0.5560079,0.7886981,0.34080118,0.358,0.38254344,0.4361586,0.3280515,0.3390985,0.6181904,0.22991292,0.9152918,0.0,0.0,0.0644048,0.25201046,0.16717346,0.09638973,0.6728153,0.16404632,0.014627265,0.4992915,0.46150464,0
37,9,1,1,0.20275,0.3208171,0.21250527,0.0,0.24286315,0.40420058,0.49262264,0.30824003,0.31224364,0.0,0.0,0.441,0.34063,0.3251987,0.49832347,0.45125306,0.33034167,0.34063,0.07090452,0.41849104,0.18580091,0.45195293,0.4598605,0.42381793,0.79462993,0.0,0.0,0.098215945,0.3021801,0.17122303,0.1215057,0.29244053,0.13201225,0.11985199,0.10227443,0.5022323,0
38,10,0,2,0.16076666,0.25004056,0.2786143,0.0,0.34495288,0.4660645,0.45291033,0.24519227,0.2200867,0.0,0.0,0.31484374,0.13934,0.22273391,0.43216673,0.5602087,0.36421078,0.17149,0.09370879,0.18435127,0.36013195,0.48182037,0.4421472,0.12363143,0.9810069,0.0,0.0,0.12174212,0.3874082,0.5293064,0.2994847,0.47326386,0.49929616,0.14932927,0.46740803,0.23965234,0
39,26,0,1,0.22331667,0.30351347,0.1685813,0.0,0.21352527,0.49025378,0.5630985,0.31094304,0.24403483,0.0,0.0,0.40755,0.25904,0.42580584,0.64066726,0.615983,0.42247292,0.36177,0.2603184,0.47772336,0.39903933,0.26147106,0.6576857,0.3140775,0.8713601,0.0,0.0,0.08454161,0.25008905,0.16926189,0.114000395,0.5332859,0.24387124,0.09599297,0.469785,0.48673,0
40,26,1,2,0.054916665,0.08354633,0.12379034,0.0,0.12379034,0.28128672,0.44681498,0.24122603,0.16505045,0.0,0.0,0.31919375,0.26359,0.18980579,0.48371243,0.52220184,0.4265158,0.21417,0.060012385,0.20366359,0.18871036,0.46155113,0.4111259,0.28419048,0.8611186,0.0,0.0,0.044570487,0.64788425,0.5835301,0.57721245,0.2578029,0.6296579,0.34263316,0.20638438,0.111345865,0
41,11,0,0,0.12041666,0.20151736,0.18128036,0.0,0.21904604,0.59463716,0.5284965,0.2858628,0.28038323,0.0,0.0,0.36123124,0.30102,0.53273916,0.56374294,0.64965,0.38074785,0.36725,0.3465229,0.4659844,0.3080289,0.22206718,0.670226,0.3275181,0.8572886,0.0,0.0,0.08135849,0.08095888,0.036696035,0.03004946,0.6061945,0.035617635,0.029638154,0.22074212,0.7320904,0
42,11,0,1,0.17236666,0.21434802,0.17504558,0.0,0.22586732,0.48494318,0.4668933,0.23434496,0.17738517,0.0,0.0,0.295075,0.16637,0.39649382,0.53891253,0.5731339,0.40711895,0.30576,0.2293177,0.43744323,0.2952914,0.36793432,0.5422683,0.28628606,0.89323187,0.0,0.0,0.08817847,0.22583623,0.18899119,0.06426401,0.5026962,0.16337718,0.07993021,0.41222346,0.54788554,0
43,11,1,1,0.14436667,0.14643176,0.12062832,0.0,0.16887455,0.32945633,0.42060837,0.16686021,0.12395177,0.0,0.0,0.2346,0.12512,0.22555387,0.4717941,0.5030551,0.27339453,0.25987,0.09816764,0.3155654,0.19844677,0.48560384,0.43921435,0.45933366,0.800238,0.0,0.0,0.07181603,0.24406224,0.09031166,0.08712179,0.29442418,0.09495227,0.11260643,0.13976814,0.53987825,0
44,27,0,0,0.0,0.08487504,0.1053665,0.0,0.1580625,0.6269664,0.500165,0.3404328,0.36127645,0.0,0.0,0.31380624,0.16736,0.5974347,0.54374975,0.67724043,0.37756026,0.16736,0.48774907,0.7871344,0.319514,0.19772626,0.76554453,0.35381675,0.8554417,0.0,0.0,0.11316902,0.06472967,0.05868349,0.0,0.5571387,0.0,0.0,0.20713702,0.7494366,0
45,28,0,0,0.19678333,0.2763713,0.17167957,0.0,0.28613687,0.5148653,0.6069463,0.24651435,0.31421077,0.0,0.0,0.3803375,0.34514,0.5799332,0.73441124,0.68605506,0.3707593,0.43597,0.35071945,0.59071094,0.3884095,0.16125032,0.76196265,0.46704173,0.7104746,0.0,0.0,0.09847719,0.07992668,0.017051589,0.025520558,0.5028056,0.022408478,0.02238021,0.19790183,0.745295,0
46,29,0,0,0.31746668,0.3863904,0.419018,0.0,0.419018,0.54920125,0.63402873,0.32997778,0.20523115,0.0,0.0,0.41666874,0.19048,0.5596199,0.7376553,0.6262443,0.3667503,0.19048,0.45102182,0.25595146,0.47273046,0.32529366,0.66345936,0.5575888,0.73941195,0.0,0.0,0.06425355,0.073933676,0.0,0.029729553,0.51756066,0.0,0.029322593,0.18198888,0.7935319,0
47,30,0,0,0.21763334,0.24398531,0.18825464,0.0,0.24815443,0.6251861,0.52127147,0.2555649,0.27890423,0.0,0.0,0.3264625,0.30241,0.5604107,0.49499288,0.48437712,0.33493465,0.28179,0.45066482,0.5430402,0.29390922,0.25129184,0.6429464,0.3255331,0.838389,2.1e-44,0.0,0.105840296,0.06034086,0.028959885,0.027832054,0.49451977,0.023682306,0.03378997,0.21493605,0.77176523,0
48,30,1,0,0.28901666,0.37131816,0.19209242,0.0,0.19209242,0.56563795,0.5809656,0.26647496,0.27441624,0.0,0.0,0.3371875,0.30829,0.4220879,0.5186565,0.45481062,0.23379076,0.44316,0.23864341,0.38318813,0.22070682,0.36351264,0.57381755,0.52631956,0.7478066,0.0,0.0,0.064734794,0.08516309,0.018168876,0.036259454,0.43774524,0.019102471,0.0,0.051790014,0.7622342,0
49,30,1,1,0.13315,0.17557205,0.13281739,0.0,0.14941797,0.2947286,0.41473898,0.17901781,0.1519799,0.0,0.0,0.21638125,0.13316,0.20748147,0.41276655,0.3861515,0.24720049,0.18642,0.12611562,0.25765532,0.17285722,0.5416834,0.3367804,0.53701186,0.7652915,0.0,0.0,0.06266543,0.3062933,0.08835523,0.08816934,0.29166606,0.07298988,0.074547075,0.13879663,0.50863326,0
50,31,0,2,0.042416666,0.15485029,0.09659446,0.0,0.12878837,0.29679188,0.42668086,0.27738896,0.22077884,0.0,0.0,0.2862625,0.15267,0.31524307,0.5495839,0.6950113,0.3771571,0.15267,0.203927,0.23250577,0.40805027,0.36761862,0.5770071,0.13650566,0.9322251,0.0,0.0,0.01735932,0.42126542,0.46546075,0.2699653,0.38722977,0.2886089,0.313292,0.44719046,0.31203762,0
51,32,0,1,0.17321667,0.21668087,0.1887774,0.0,0.2541342,0.45363688,0.48638514,0.2101239,0.1744563,0.0,0.0,0.2526,0.16166,0.38336438,0.507469,0.6366472,0.349471,0.34642,0.23556884,0.3972276,0.2645397,0.3629545,0.5512146,0.34817863,0.87224394,0.0,0.0,0.07055103,0.2044772,0.18132104,0.057614923,0.5254348,0.09958663,0.074590385,0.42103243,0.568403,0
52,13,0,0,0.2558,0.37122688,0.25116345,0.0,0.35457918,0.4842206,0.6510378,0.3000251,0.28703508,0.0,0.0,0.38370624,0.35419,0.5893689,0.6627185,0.5693133,0.43436423,0.49587,0.5591126,0.67266876,0.33358788,0.09384786,0.75121695,0.3991901,0.77830917,0.0,0.0,0.14322643,0.06994267,0.044111617,0.01834143,0.5206412,0.017392468,0.043423917,0.21557732,0.7388314,0
53,13,1,2,0.04095,0.14952531,0.091953434,0.0,0.18389413,0.21974057,0.43066657,0.22633012,0.24519326,0.0,0.0,0.29176876,0.19656,0.09840104,0.496195,0.5799657,0.25089675,0.09828,0.05370296,0.22450778,0.2626764,0.4988025,0.38423386,0.33722198,0.8417556,0.0,0.0,0.033054896,0.64213043,0.43376186,0.55436724,0.2854704,0.6720709,0.23971018,0.25103968,0.0957326,0
54,14,0,1,0.24976666,0.33164963,0.24220015,0.0,0.27680382,0.5721325,0.6623323,0.32470518,0.23725183,0.0,0.0,0.44278124,0.3406,0.4655024,0.6339644,0.65696067,0.5316009,0.29973,0.3275582,0.43937284,0.4473624,0.23188956,0.7322782,0.3839317,0.76546806,0.0,0.0,0.09328658,0.3196729,0.19321048,0.14139336,0.5027423,0.27762026,0.08452752,0.39344206,0.41675913,0
55,33,0,0,0.24643333,0.32362667,0.21379301,0.0,0.32094452,0.64978886,0.5239777,0.32293588,0.32183892,0.0,0.0,0.4182875,0.36576,0.5831633,0.7340907,0.865983,0.3935585,0.34241,0.3458599,0.5814176,0.35656577,0.095277525,0.76281273,0.33025694,0.8618805,0.0,0.0,0.1308996,0.038116038,0.021827165,0.02662142,0.5826786,0.01147437,0.038195476,0.1807409,0.77874523,0
56,33,0,1,0.33501667,0.35041383,0.32510105,0.0,0.42817253,0.5681278,0.54402804,0.33424217,0.2948745,0.0,0.0,0.435775,0.31407,0.4537347,0.70871854,0.8027766,0.36925215,0.42085,0.24713126,0.36800915,0.46048933,0.17085311,0.7403381,0.24489352,0.911306,0.0,0.0,0.14473893,0.13940173,0.14401686,0.035196226,0.50127107,0.10197567,0.06558138,0.41895115,0.6224419,0
57,2,0,1,0.12626667,0.17929447,0.16641378,0.0,0.23758464,0.5127454,0.4664947,0.21212466,0.17217588,0.0,0.0,0.27225626,0.19571,0.39537334,0.4881009,0.48111966,0.34765112,0.34091,0.2713708,0.38004914,0.35193047,0.378356,0.5223681,0.32445428,0.8831435,0.0,0.0,0.07671788,0.21340822,0.15064515,0.08253644,0.4353787,0.14906767,0.0697827,0.43067464,0.54110897,0
58,2,1,0,0.054816667,0.06672955,0.08069513,0.0,0.12104908,0.46984285,0.47046012,0.24908397,0.23129211,0.0,0.0,0.32895,0.39474,0.31726152,0.47223005,0.39932626,0.29557204,0.32895,0.11982806,0.40666068,0.17583542,0.4254778,0.4311012,0.5953579,0.6579588,0.0,0.0,0.10878278,0.051147252,0.030911602,0.010284123,0.34935322,0.032499976,0.040571477,0.10072307,0.7969365,0
59,34,0,1,0.17641667,0.23998904,0.18124211,0.0,0.25200495,0.4675358,0.55993277,0.2570125,0.24316055,0.0,0.0,0.30355,0.23661,0.3241345,0.6039794,0.5690132,0.32559043,0.29265,0.24043569,0.39492172,0.4659799,0.32260817,0.6042479,0.2933172,0.87412196,0.0,0.0,0.08043725,0.25291264,0.14312114,0.09910583,0.4623149,0.18732715,0.057506684,0.3949435,0.50171584,0
60,34,0,2,0.11716667,0.24956386,0.13293213,0.0,0.14401193,0.34007314,0.5041609,0.30282226,0.25275582,0.0,0.0,0.362475,0.20211,0.2484245,0.5584217,0.574857,0.39304608,0.2109,0.16005246,0.26449767,0.4831465,0.39863437,0.53610957,0.08765992,0.9585667,0.0,0.0,0.100924686,0.54261017,0.47553048,0.2563629,0.42490765,0.49565312,0.30668375,0.48417345,0.17867325,0
